class_id,pre_sale_quantity
103507,0.0
124140,276.81974151209005
125403,265.581972387284
136916,233.4103841663897
169673,0.0
175962,373.21945058152085
178529,0.0
186250,122.68031116485595
194201,0.0
194450,185.4723514715955
198427,0.0
206765,1440.252968686521
209945,305.9353226120956
219195,217.63856577329338
221795,274.8201641567051
245609,109.7852196788788
248352,0.0
249875,0.0
250658,0.0
265980,284.63014785699545
270690,0.0
281301,735.323273935169
281792,325.6044019826502
289386,335.3787206038833
289403,0.0
290854,243.7012052733451
291086,619.8351197554914
291514,79.64656428828836
302513,0.0
304458,469.6664985148422
308913,253.63254438120873
321683,1217.886286473572
340175,132.42438901066782
347384,0.0
348641,0.0
349023,0.0
350259,449.9362990055979
354068,634.3245086507503
356986,357.44501203075055
359378,0.0
360648,139.88319175027314
376193,0.0
378356,0.0
378536,84.3833060580492
379265,389.7916175413132
379876,128.8854168962687
384924,524.3770691607895
392593,0.0
395234,96.57509921416641
401052,160.21175548017024
409854,1402.1858161432294
412240,162.19922279953957
416749,246.41975063979626
417803,59.206010757982725
425432,1858.960527347029
436105,369.79497813366356
437063,115.37310472737998
437598,218.39379056796426
453752,338.50367459226396
468392,240.84810163520268
472603,143.87806429691614
475895,92.79117520209404
481950,107.66309311479327
482497,224.47765862502158
492952,230.48764237925408
496459,0.0
501564,155.05996718704705
510309,148.38497820138932
516750,0.0
526401,258.88987441286446
527765,0.0
527809,191.1134042916726
540712,0.0
559132,187.55310498015956
560265,0.0
569154,353.0979688358307
576298,509.4768770802021
580470,395.78337358087293
580634,272.0763168298453
587678,358.6694211618602
591790,262.66963284425435
597927,0.0
603972,492.01366024479273
612523,104.9349087548256
614059,393.4196931314468
619401,0.0
621073,0.0
628041,459.7267037709802
649213,99.6197534559667
651347,170.48646866686641
651782,99.87679882355033
653436,0.0
654134,774.6630544371903
671482,116.40474712736906
682651,319.4652650279925
683364,0.0
687270,331.12316087007525
692703,496.5218090486527
693436,0.0
713651,160.67770847968757
714150,0.0
714152,400.0897436045856
714860,0.0
725137,79.77203174114229
732758,147.0546056351252
735971,2324.3153348468254
736094,306.03682604432106
739296,934.315714106597
741152,516.4302625751495
743957,0.0
745137,772.9426455289125
750340,0.0
760412,0.0
786351,431.8778168535978
789290,42.20046314902604
810398,81.51040127113463
815230,0.0
819061,0.0
842246,0.0
851857,176.90958743095396
854079,265.67156530976297
854548,0.0
861459,0.0
871642,169.8191956615448
872180,0.0
883691,286.16865981601177
890189,849.123125952482
905061,157.47456445693967
905745,183.25629714725548
914348,511.8602148396521
923841,0.0
924154,980.9292858123779
948936,0.0
950264,0.0
953842,0.0
961362,82.95272792985662
961962,129.69692083589732
963845,268.72930945865807
973106,117.99642453789711
978089,0.0
