class_id,pre_sale_quantity
103507,503.842073866427
124140,301.0925215589255
125403,207.4254912881553
136916,191.66280015777804
169673,155.0063112640381
175962,327.5208443931852
178529,325.1149866731837
186250,185.8409948539734
194201,291.2914452457428
194450,330.60587235488
198427,155.0102029625451
206765,1876.3877354714273
209945,240.6773070498184
219195,333.52059871360666
221795,317.2984161082407
245609,137.06819912537932
248352,576.6500429778918
249875,106.32093779444696
250658,193.0772288704167
265980,292.2071790284911
270690,907.846989935562
281301,677.3537106923013
281792,514.315896216035
289386,407.78870870222653
289403,268.0167338498433
290854,251.7261810471986
291086,672.0813646350472
291514,69.8611002036184
302513,130.28667908877136
304458,496.05000455025584
308913,150.78996320009233
321683,2224.889318447001
340175,215.3590726327896
347384,3489.1522070316296
348641,503.51439557522536
349023,1155.5875550899075
350259,580.3566084122659
354068,864.3874699794753
356986,471.13204190198326
359378,55.8660062110424
360648,168.09786428632836
376193,103.90830557823182
378356,508.8010170519352
378536,90.47655389636755
379265,434.402094694972
379876,148.10961844365622
384924,690.8193328158557
392593,293.65835074742637
395234,93.02028189724105
401052,162.5758021648973
409854,2036.4763032492995
412240,177.35288810888926
416749,267.4174424121777
417803,108.90439886331556
425432,1886.5120776255715
436105,459.8733266682706
437063,128.52465641617778
437598,278.41364997446533
453752,293.55812698224145
468392,309.703986008372
472603,166.41698097143438
475895,104.8656401914358
481950,120.46534837581217
482497,208.322767781963
492952,261.2045068980754
496459,529.4470238309354
501564,137.68066808819768
510309,122.76360011100769
516750,66.49618470400571
526401,380.72062723324615
527765,103.49206442683936
527809,236.4851713240946
540712,368.3079917368295
559132,154.83923863276837
560265,203.33656803214714
569154,273.8039751803875
576298,361.1952429817618
580470,499.36742802776035
580634,293.260359089449
587678,309.4757145547122
591790,278.67551448810843
597927,422.7285813709349
603972,460.44377393517647
612523,159.61139432271324
614059,388.3197548513627
619401,322.7620423444112
621073,1912.5130484125766
628041,774.1101745471357
649213,114.1336727850636
651347,192.5899133675298
651782,112.43942365129789
653436,150.62253948650527
654134,1041.3676621231434
671482,110.26400977051506
682651,307.7349279677867
683364,71.7873432533443
687270,425.7022411203384
692703,615.7352606916428
693436,260.6644573100408
713651,224.8634213036006
714150,223.20477381130058
714152,529.2645509444922
714860,283.36924507027834
725137,134.30552133247258
732758,209.40858792180816
735971,2742.759965357398
736094,425.89543446878594
739296,1183.41639366012
741152,665.1039244470002
743957,682.6179252243043
745137,1037.895088771284
750340,161.81376118421554
760412,47.87865530371666
786351,393.06533425830173
789290,75.94910786489646
810398,106.69509302645922
815230,159.3901543235779
819061,320.9017043156177
842246,166.84133270263672
851857,202.28130028009417
854079,257.93596173011525
854548,132.64058788180353
861459,254.28893416553728
871642,212.4091794184596
872180,141.5389881300926
883691,300.90402628343554
890189,1144.4172162437437
905061,264.82726580619806
905745,217.71428382232787
914348,630.9039839098604
923841,591.3902775459323
924154,1235.6942362467448
948936,90.48996405601503
950264,1007.407310550213
953842,1260.4239961248638
961362,101.09429152887316
961962,137.45445101641448
963845,334.6875285866857
973106,104.40148536354303
978089,513.4380830764275
