class_id,pre_sale_quantity
103507,582.6474805426973
124140,283.1694155198336
125403,172.13105717219412
136916,295.55095149105426
169673,113.50242210566998
175962,367.9948554707319
178529,592.077060508542
186250,175.3388104629517
194201,352.94026323203
194450,117.62625624585897
198427,74.40467583481222
206765,1200.007075062692
209945,316.8449969877116
219195,228.61658683057877
221795,228.3405133150146
245609,117.63153305403888
248352,887.8594560315835
249875,102.71356956675646
250658,131.25604383274913
265980,272.1112854425609
270690,989.8223795054852
281301,759.3955249239971
281792,285.5645466906205
289386,360.61565952025353
289403,226.2231107187271
290854,240.12812332520258
291086,755.8793678001313
291514,97.53661264777183
302513,113.15909310087561
304458,371.91838825961565
308913,253.59296761069444
321683,1218.4908317609318
340175,137.47374644622207
347384,2448.688678231351
348641,431.59169283539046
349023,1827.9135261327774
350259,482.56764200709756
354068,583.8878801827505
356986,287.4487864460796
359378,42.81283138558268
360648,145.18607191737743
376193,91.33361586749555
378356,492.2993635638058
378536,75.03718798682095
379265,424.9693157060444
379876,192.80068481594327
384924,541.8036972692981
392593,258.8562231177092
395234,83.9324872558564
401052,144.4131979937479
409854,917.8794585315511
412240,183.59328699037434
416749,231.08283265933397
417803,49.94315565448254
425432,1860.908540167399
436105,342.34328817462546
437063,113.32382765442134
437598,234.27428162176162
453752,228.04785294735802
468392,254.16318268425758
472603,175.39613606574008
475895,94.1903998542577
481950,93.38355266829952
482497,168.26615118943155
492952,222.2284334570169
496459,607.1463170965015
501564,113.82801313817501
510309,127.19226322889327
516750,118.79392205893996
526401,343.1287614977359
527765,40.20047241002321
527809,111.65589424451815
540712,331.57082917340097
559132,168.2077171370201
560265,239.10763406679035
569154,235.74776602268219
576298,521.6175949032046
580470,401.9166340633854
580634,239.51901286106562
587678,345.2863402403891
591790,226.90066624317325
597927,656.3236172714829
603972,474.714491411373
612523,128.33898628622293
614059,215.25034471895543
619401,256.27105279922483
621073,1267.9908669092506
628041,461.55388043873023
649213,84.69754159778356
651347,145.1978583685309
651782,93.30603230426088
653436,129.24349866911768
654134,1149.0651535070685
671482,133.82916866347193
682651,272.31349339760834
683364,48.459178368076685
687270,309.41933583080765
692703,585.7211783671379
693436,272.3518054401875
713651,114.10519970770929
714150,175.68649240344763
714152,396.31863334033636
714860,424.2894281151891
725137,91.31870762176811
732758,90.86021536208686
735971,2132.6108305681128
736094,391.9199333667755
739296,977.465923825279
741152,503.12444327414033
743957,684.8222024536133
745137,900.3479530073703
750340,166.1413885641098
760412,32.114687732979654
786351,557.7144640941173
789290,41.78647559903561
810398,77.64851223167031
815230,151.834233520478
819061,704.8724308515712
842246,158.23009159088136
851857,209.0064435619116
854079,287.2369837968052
854548,102.34183561563492
861459,211.1223829013109
871642,187.24555289208888
872180,135.88506091356277
883691,286.87509885165844
890189,819.6393567353487
905061,154.81191804915665
905745,161.5787711527199
914348,526.2907794588803
923841,609.2606946070491
924154,1080.6241411590577
948936,92.63599968910219
950264,792.5608738332987
953842,1075.2479236061124
961362,68.74819195823746
961962,130.00335982847957
963845,273.9985203306377
973106,78.82704320162536
978089,511.8314373005181
