predict_date,class_id,predict_quantity
201711,103507,582.6474805
201711,124140,279.9945785
201711,125403,219.5822173
201711,136916,265.041698
201711,169673,113.5024221
201711,175962,370.607153
201711,178529,591.274822
201711,186250,149.0095608
201711,194201,352.9402632
201711,194450,151.5493039
201711,198427,74.29977657
201711,206765,1320.130022
201711,209945,312.7181411
201711,219195,223.1275763
201711,221795,259.3269472
201711,245609,113.7083764
201711,248352,887.859456
201711,249875,101.375056
201711,250658,130.8074468
201711,265980,285.0097079
201711,270690,990.4860644
201711,281301,747.2661291
201711,281792,312.2577836
201711,289386,347.9971901
201711,289403,228.2979012
201711,290854,248.7652388
201711,291086,689.2954969
201711,291514,88.59158847
201711,302513,113.1590931
201711,304458,395.1568879
201711,308913,253.7354303
201711,321683,1217.40614
201711,340175,134.9490677
201711,347384,2448.688678
201711,348641,431.5916928
201711,349023,1827.913526
201711,350259,466.2519705
201711,354068,609.1061944
201711,356986,322.4468992
201711,359378,42.81283139
201711,360648,143.5110149
201711,376193,91.33361587
201711,378356,492.2993636
201711,378536,79.71024702
201711,379265,427.5449446
201711,379876,160.5053014
201711,384924,573.8934741
201711,392593,258.8562231
201711,395234,90.25379324
201711,401052,154.9455697
201711,409854,1154.406087
201711,412240,172.8962549
201711,416749,238.7512916
201711,417803,54.57458321
201711,425432,1859.75897
201711,436105,356.0691332
201711,437063,114.6900124
201711,437598,226.3340361
201711,453752,301.6693548
201711,468392,248.5437936
201711,472603,159.0921278
201711,475895,93.49078753
201711,481950,100.2419414
201711,482497,205.7404895
201711,492952,226.3580379
201711,496459,607.1463171
201711,501564,134.4439902
201711,510309,141.3207399
201711,516750,118.7939221
201711,526401,301.009318
201711,527765,45.8061709
201711,527809,165.6422803
201711,540712,331.5708292
201711,559132,180.4320497
201711,560265,238.3292033
201711,569154,294.4228674
201711,576298,515.5509502
201711,580470,398.8500038
201711,580634,255.7976648
201711,587678,351.9778807
201711,591790,229.4962796
201711,597927,656.7378707
201711,603972,489.8225541
201711,612523,116.6369475
201711,614059,333.9743924
201711,619401,255.5276522
201711,621073,1276.976106
201711,628041,459.0001425
201711,649213,92.15864753
201711,651347,159.7186662
201711,651782,96.45418877
201711,653436,129.2434987
201711,654134,961.864104
201711,671482,125.3359803
201711,682651,303.7480078
201711,683364,48.45917837
201711,687270,327.6677327
201711,692703,566.0130335
201711,693436,268.596262
201711,713651,135.246179
201711,714150,175.6864924
201711,714152,398.2041885
201711,714860,424.2894281
201711,725137,92.25195406
201711,732758,128.3231422
201711,735971,2227.648506
201711,736094,348.9783797
201711,739296,955.890819
201711,741152,509.7773529
201711,743957,684.8222025
201711,745137,836.6582859
201711,750340,166.1413886
201711,760412,32.57790531
201711,786351,494.7961405
201711,789290,41.83726499
201711,810398,79.57945675
201711,815230,151.6730469
201711,819061,705.7133325
201711,842246,158.2300916
201711,851857,192.9580155
201711,854079,276.4542746
201711,854548,100.116915
201711,861459,205.8440789
201711,871642,178.5323743
201711,872180,135.8850609
201711,883691,286.4014336
201711,890189,834.3812413
201711,905061,156.1432413
201711,905745,172.4175341
201711,914348,519.0754971
201711,923841,609.0405526
201711,924154,1030.776713
201711,948936,92.63599969
201711,950264,792.5608738
201711,953842,1075.247924
201711,961362,75.65458923
201711,961962,129.8501403
201711,963845,271.3639149
201711,973106,98.41173387
201711,978089,508.8345382
